uniprot_id	molecule_chembl_id	molecule_pref_name	mechanism_of_action	action_type	evidence
P35968	CHEMBL3186534	RIVOCERANIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed, Other
P35968	CHEMBL3039525	GOLVATINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed
P35968	CHEMBL274654	ORANTINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed
P35968	CHEMBL587723	AEE-788	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed
P35968	CHEMBL3545144	TAS-115	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, Other
P35968	CHEMBL3545050	BMS-817378	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	DOI
P35968	CHEMBL558752	RAF-265	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed
P35968	CHEMBL253969	OSI-632	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed
P35968	CHEMBL281872	ZD-4190	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed
P35968	CHEMBL3545416	HENATINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	DOI, Other
P35968	CHEMBL2105717	CABOZANTINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed, DailyMed
P35968	CHEMBL3545021	ANLOTINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	ClinicalTrials, Other
P35968	CHEMBL52885	ENMD-981693	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	Other
P35968	CHEMBL482968	ENMD-2076	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed, Other
P35968	CHEMBL2109257	IMC-1C11	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed
P35968	CHEMBL1742983	ALACIZUMAB PEGOL	Vascular endothelial growth factor receptor 2 antagonist	ANTAGONIST	PubMed, Other
P35968	CHEMBL3545155	JI-101	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, DOI
P35968	CHEMBL3545026	FAMITINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	DOI, PubMed, ClinicalTrials
P35968	CHEMBL2079588	TELATINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed
P35968	CHEMBL608533	MIDOSTAURIN	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed
P35968	CHEMBL3545088	PUQUITINIB	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed, DOI
P35968	CHEMBL3545427	CM-082	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	Other
P35968	CHEMBL482967	CYC-116	Vascular endothelial growth factor receptor 2 inhibitor	INHIBITOR	PubMed, PubMed
P29371	CHEMBL10188	TALNETANT	Neurokinin 3 receptor antagonist	ANTAGONIST	PubMed
P29371	CHEMBL3545233	PAVINETANT	Neurokinin 3 receptor antagonist	ANTAGONIST	PubMed, Other
O15554	CHEMBL405821	SENICAPOC	Intermediate conductance calcium-activated potassium channel protein 4 blocker	BLOCKER	PubMed, PubMed
O15554	CHEMBL1371	CHLORZOXAZONE	Intermediate conductance calcium-activated potassium channel protein 4 opener	OPENER	PubMed, PubMed, PubMed
P41968	CHEMBL3545104	MODIMELANOTIDE	Melanocortin receptor 3 agonist	AGONIST	PubMed, Wikipedia
P49840	CHEMBL362558	LY-2090314	Glycogen synthase kinase-3 alpha inhibitor	INHIBITOR	PubMed, PubMed
P45452	CHEMBL1433	DOXYCYCLINE	Matrix metalloproteinase 13 inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed
P36507	CHEMBL1236682	REFAMETINIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed
P36507	CHEMBL2146883	COBIMETINIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, PubMed
P36507	CHEMBL1614766	RO-4987655	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, Other, PubMed
P36507	CHEMBL3182621	AZD-8330	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	Other, PubMed
P36507	CHEMBL2104954	BALAMAPIMOD	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	Other
P36507	CHEMBL2107832	PIMASERTIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	Other, PubMed
P36507	CHEMBL507361	PD-0325901	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	Other, PubMed
P36507	CHEMBL1615025	TAK-733	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, PubMed
P36507	CHEMBL3545145	WX-554	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, Other
P36507	CHEMBL105442	CI-1040	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, PubMed
P36507	CHEMBL1614701	SELUMETINIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, PubMed
P36507	CHEMBL2105741	TRAMETINIB DIMETHYL SULFOXIDE	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	FDA
P36507	CHEMBL3187723	BINIMETINIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	PubMed, Other, Other
P36507	CHEMBL2146883	COBIMETINIB	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	DailyMed
P36507	CHEMBL3545243	AS-703988	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	INHIBITOR	Other, PubMed
P43166	CHEMBL19	METHAZOLAMIDE	Carbonic anhydrase VII inhibitor	INHIBITOR	PubMed, DailyMed
O43193	CHEMBL2369989	ATILMOTIN	Motilin receptor agonist	AGONIST	PubMed
O43193	CHEMBL489095	CAMICINAL	Motilin receptor agonist	AGONIST	PubMed
P49137	CHEMBL3544960	AT-13148	MAP kinase-activated protein kinase 2 inhibitor	INHIBITOR	PubMed, PubMed, Other
P05362	CHEMBL2108401	ENLIMOMAB PEGOL	Intercellular adhesion molecule-1 antagonist	ANTAGONIST	PubMed
P05362	CHEMBL2109090	ENLIMOMAB	Intercellular adhesion molecule-1 inhibitor	INHIBITOR	PubMed, PubMed
P05362	CHEMBL2109482	BI-505	Intercellular adhesion molecule-1 antagonist	ANTAGONIST	PubMed
Q8IW41	CHEMBL3545338	GLPG-0259	MAP kinase-activated protein kinase 5 inhibitor	INHIBITOR	PubMed, Other
P08254	CHEMBL279785	MARIMASTAT	Matrix metalloproteinase 3 inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P22894	CHEMBL1433	DOXYCYCLINE	Matrix metalloproteinase 8 inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed
P37268	CHEMBL435224	LAPAQUISTAT ACETATE	Squalene synthetase inhibitor	INHIBITOR	PubMed
P56696	CHEMBL266510	FLINDOKALNER	Voltage-gated potassium channel subunit Kv7.4 activator	ACTIVATOR	PubMed, PubMed
P18054	CHEMBL340978	BENOXAPROFEN	Arachidonate 12-lipoxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P27487	CHEMBL3833357	BEGELOMAB	Dipeptidyl peptidase IV inhibitor	INHIBITOR	Other, Other
P27487	CHEMBL376359	ALOGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	DailyMed
P27487	CHEMBL237500	LINAGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	DailyMed
P27487	CHEMBL142703	VILDAGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	PubMed, Other
P27487	CHEMBL2105762	OMARIGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	PubMed
P27487	CHEMBL591118	CARMEGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	PubMed
P27487	CHEMBL1650443	TRELAGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	PubMed
P27487	CHEMBL1422	SITAGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	DailyMed
P27487	CHEMBL385517	SAXAGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	DailyMed
P27487	CHEMBL515387	GOSOGLIPTIN	Dipeptidyl peptidase IV inhibitor	INHIBITOR	PubMed
P46663	CHEMBL232943	MK0686	Bradykinin B1 receptor antagonist	ANTAGONIST	PubMed, PubMed
P46663	CHEMBL3545386	BI113823	Bradykinin B1 receptor antagonist	ANTAGONIST	PubMed
P46663	CHEMBL1254771	SAFOTIBANT	Bradykinin B1 receptor antagonist	ANTAGONIST	PubMed, Other
Q12882	CHEMBL355200	ENILURACIL	Dihydropyrimidine dehydrogenase inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL3545247	CAL-263	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed, PubMed
O00329	CHEMBL3039502	DUVELISIB	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed
O00329	CHEMBL2216870	IDELALISIB	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	FDA
O00329	CHEMBL3545112	ME-401	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	Other
O00329	CHEMBL3218576	COPANLISIB	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed, FDA, PubMed
O00329	CHEMBL3545054	INCB-40093	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	Other
O00329	CHEMBL3218576	COPANLISIB	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	FDA, PubMed, PubMed
O00329	CHEMBL230011	TG100-115	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3545424	AZD-8186	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3545397	ACALISIB	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3545141	RP-6530	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	DOI, Other
O00329	CHEMBL3948730	UMBRALISIB	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	Other
O00329	CHEMBL3622533	FIMEPINOSTAT	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed, Other
O00329	CHEMBL3545250	GSK-2269557	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed
O00329	CHEMBL3545048	AMG-319	PI3-kinase p110-delta subunit inhibitor	INHIBITOR	PubMed, Other
Q96RI1	CHEMBL240597	CHENODIOL	Bile acid receptor FXR agonist	AGONIST	PubMed, DailyMed
Q96RI1	CHEMBL566315	OBETICHOLIC ACID	Bile acid receptor FXR agonist	AGONIST	PubMed, Other
Q96RI1	CHEMBL454138	TUROFEXORATE ISOPROPYL	Bile acid receptor FXR agonist	AGONIST	PubMed, PubMed
Q96RI1	CHEMBL1551	URSODIOL	Bile acid receptor FXR agonist	AGONIST	PubMed, PubMed, PubMed
Q96RI1	CHEMBL3545113	PX-102	Bile acid receptor FXR agonist	AGONIST	PubMed, Other, Other
P02675	CHEMBL2109283	BICIROMAB BRALLOBARBITAL	Fibrinogen beta chain binding agent	BINDING AGENT	Other
Q92769	CHEMBL98	VORINOSTAT	Histone deacetylase 2 inhibitor	INHIBITOR	DailyMed
Q92769	CHEMBL272980	MOCETINOSTAT	Histone deacetylase 2 inhibitor	INHIBITOR	PubMed, PubMed
O15379	CHEMBL98	VORINOSTAT	Histone deacetylase 3 inhibitor	INHIBITOR	DailyMed
O15379	CHEMBL272980	MOCETINOSTAT	Histone deacetylase 3 inhibitor	INHIBITOR	PubMed, PubMed
P00797	CHEMBL1639	ALISKIREN	Renin inhibitor	INHIBITOR	DailyMed
Q05397	CHEMBL3544961	BI-853520	Focal adhesion kinase 1 inhibitor	INHIBITOR	DOI, Other
Q05397	CHEMBL3137331	DEFACTINIB	Focal adhesion kinase 1 inhibitor	INHIBITOR	PubMed, PubMed, Other
Q05397	CHEMBL3545051	CEP-37440	Focal adhesion kinase 1 inhibitor	INHIBITOR	DOI, PubMed, PubMed
Q05397	CHEMBL3544933	VS-4718	Focal adhesion kinase 1 inhibitor	INHIBITOR	PubMed, PubMed
Q05397	CHEMBL3544967	GSK-2256098	Focal adhesion kinase 1 inhibitor	INHIBITOR	PubMed, DOI
Q05397	CHEMBL1084546	PF-00562271	Focal adhesion kinase 1 inhibitor	INHIBITOR	PubMed
P62508	CHEMBL2137046	AFIMOXIFENE	Estrogen-related receptor gamma antagonist	ANTAGONIST	PubMed
P32745	CHEMBL2103975	VAPREOTIDE	Somatostatin receptor 3 agonist	AGONIST	PubMed, PubMed, Other
P32745	CHEMBL3039583	PASIREOTIDE	Somatostatin receptor 3 agonist	AGONIST	PubMed, PubMed, DailyMed
P35346	CHEMBL3039583	PASIREOTIDE	Somatostatin receptor 5 agonist	AGONIST	PubMed, PubMed, DailyMed
P35346	CHEMBL2103975	VAPREOTIDE	Somatostatin receptor 5 agonist	AGONIST	PubMed, PubMed, Other
P35346	CHEMBL1201185	LANREOTIDE	Somatostatin receptor 5 agonist	AGONIST	DailyMed
P08842	CHEMBL286738	IROSUSTAT	Steryl-sulfatase inhibitor	INHIBITOR	PubMed
Q13133	CHEMBL456237	LXR-623	LXR-alpha agonist	AGONIST	PubMed, PubMed
Q13133	CHEMBL3545238	CS-8080	LXR-alpha agonist	AGONIST	PubMed
Q13133	CHEMBL3545047	BMS-852927	LXR-alpha modulator	MODULATOR	PubMed
Q13133	CHEMBL272621	HYODEOXYCHOLIC_ACID	LXR-alpha agonist	AGONIST	PubMed, PubMed
Q99720	CHEMBL100116	PENTAZOCINE	Sigma opioid receptor modulator	MODULATOR	PubMed, DailyMed
Q99720	CHEMBL73234	CARBETAPENTANE	Sigma opioid receptor agonist	AGONIST	PMC, PubMed, PubMed, PubMed, PubMed, PubMed
Q99720	CHEMBL87493	FENFLURAMINE	Sigma opioid receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed
Q99720	CHEMBL52440	DEXTROMETHORPHAN	Sigma opioid receptor agonist	AGONIST	PubMed, Wikipedia, Wikipedia
P41594	CHEMBL3545161	LY545694	Metabotropic glutamate receptor 5 antagonist	ANTAGONIST	PubMed, PubMed
P41594	CHEMBL3545036	RASEGLURANT	Metabotropic glutamate receptor 5 modulator	MODULATOR	PMC, PubMed, Wikipedia
P41594	CHEMBL3087515	MAVOGLURANT	Metabotropic glutamate receptor 5 antagonist	ANTAGONIST	PubMed
P41594	CHEMBL3545164	AZD2066	Metabotropic glutamate receptor 5 modulator	MODULATOR	PMC, PubMed
P41594	CHEMBL3545037	STX107	Metabotropic glutamate receptor 5 negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PMC
P41594	CHEMBL3301626	BASIMGLURANT	Metabotropic glutamate receptor 5 modulator	MODULATOR	Other, Other
P41594	CHEMBL3545346	AZD2516	Metabotropic glutamate receptor 5 negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PMC
P41594	CHEMBL2346738	DIPRAGLURANT	Metabotropic glutamate receptor 5 modulator	MODULATOR	Wikipedia
P41594	CHEMBL3545203	RG7342	Metabotropic glutamate receptor 5 modulator	MODULATOR	Other, Other
P00748	CHEMBL1592101	BISMUTH SUBGALLATE	Coagulation factor XII activator	ACTIVATOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
Q9H3N8	CHEMBL1915540	PF-03893787	Histamine H4 receptor antagonist	ANTAGONIST	PubMed
Q9H3N8	CHEMBL3545345	UR-63325	Histamine H4 receptor antagonist	ANTAGONIST	PubMed, Other
Q9H3N8	CHEMBL3301609	TOREFORANT	Histamine H4 receptor antagonist	ANTAGONIST	PubMed
O00519	CHEMBL112	ACETAMINOPHEN	Anandamide amidohydrolase inhibitor	INHIBITOR	Wikipedia, PubMed
Q9UBN7	CHEMBL98	VORINOSTAT	Histone deacetylase 6 inhibitor	INHIBITOR	DailyMed
Q15761	CHEMBL2016681	VELNEPERIT	Neuropeptide Y receptor type 5 antagonist	ANTAGONIST	PubMed
Q15761	CHEMBL3545038	S-237648	Neuropeptide Y receptor type 5 antagonist	ANTAGONIST	Other
P42336	CHEMBL2396661	ALPELISIB	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	PubMed, PubMed
P42336	CHEMBL3935857	SERABELISIB	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	PubMed, PubMed
P42336	CHEMBL1258517	PKI-179	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	PubMed
P42336	CHEMBL3218576	COPANLISIB	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	FDA, PubMed, PubMed
P42336	CHEMBL3622533	FIMEPINOSTAT	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	PubMed, Other
P42336	CHEMBL3545245	BAY-1082439	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	Other
P42336	CHEMBL3218576	COPANLISIB	PI3-kinase p110-alpha subunit inhibitor	INHIBITOR	PubMed, FDA, PubMed
Q04912	CHEMBL1743046	NARNATUMAB	Macrophage-stimulating protein receptor inhibitor	INHIBITOR	PubMed, Other
Q04912	CHEMBL2323775	MK-8033	Macrophage-stimulating protein receptor inhibitor	INHIBITOR	PubMed
P12259	CHEMBL2109065	DROTRECOGIN ALFA (ACTIVATED)	Coagulation factor V inhibitor	INHIBITOR	DailyMed
P08183	CHEMBL348475	TARIQUIDAR	P-glycoprotein 1 inhibitor	INHIBITOR	PubMed, PubMed
P00750	CHEMBL1046	AMINOCAPROIC ACID	Tissue-type plasminogen activator inhibitor	INHIBITOR	PubMed, DailyMed
P42345	CHEMBL2331680	RG-7603	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL3120215	OSI-027	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL1079593	VS-5584	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL1234354	PF-04691502	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL3218578	BGT-226	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL3545426	CC-115	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL2326966	SF-1126	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, ClinicalTrials
P42345	CHEMBL1879463	DACTOLISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL3545248	DS-7423	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL1801204	AZD-8055	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL75880	PERHEXILINE	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed, Other, PubMed
P42345	CHEMBL2141712	PALOMID-529	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P42345	CHEMBL2103839	RIDAFOROLIMUS	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL3545322	PANULISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL3545151	CC-223	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL3545366	VOXTALISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed, Other
P42345	CHEMBL3545097	SAPANISERTIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL592445	GEDATOLISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL1236962	OMIPALISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL4297181	SAMOTOLISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	Other
P42345	CHEMBL1922094	APITOLISIB	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed, PubMed
P42345	CHEMBL3544963	DS-3078A	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	Other, DOI
P42345	CHEMBL1258517	PKI-179	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	PubMed
P42345	CHEMBL3545006	PWT-33587	Serine/threonine-protein kinase mTOR inhibitor	INHIBITOR	Other, DOI
P45984	CHEMBL1614713	CC-401	c-Jun N-terminal kinase 2 inhibitor	INHIBITOR	PubMed, Other
P45984	CHEMBL1950289	TANZISERTIB	c-Jun N-terminal kinase 2 inhibitor	INHIBITOR	PubMed
P53779	CHEMBL1950289	TANZISERTIB	c-Jun N-terminal kinase 3 inhibitor	INHIBITOR	PubMed
P53779	CHEMBL1614713	CC-401	c-Jun N-terminal kinase 3 inhibitor	INHIBITOR	PubMed, Other
Q02750	CHEMBL1236682	REFAMETINIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed
Q02750	CHEMBL3545081	RG-7304	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, PubMed, PubMed
Q02750	CHEMBL3187723	BINIMETINIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, Other, Other
Q02750	CHEMBL2104954	BALAMAPIMOD	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	Other
Q02750	CHEMBL1614701	SELUMETINIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, PubMed
Q02750	CHEMBL2146883	COBIMETINIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, PubMed
Q02750	CHEMBL1614766	RO-4987655	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, Other, PubMed
Q02750	CHEMBL3330650	RG-7420	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed
Q02750	CHEMBL2146883	COBIMETINIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	DailyMed
Q02750	CHEMBL3545243	AS-703988	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, Other
Q02750	CHEMBL3545145	WX-554	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, Other
Q02750	CHEMBL2107832	PIMASERTIB	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	Other, PubMed
Q02750	CHEMBL1097999	E-6201	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, PubMed
Q02750	CHEMBL3182621	AZD-8330	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	Other, PubMed
Q02750	CHEMBL507361	PD-0325901	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	Other, PubMed
Q02750	CHEMBL1615025	TAK-733	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, PubMed
Q02750	CHEMBL105442	CI-1040	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	PubMed, PubMed
Q02750	CHEMBL2105741	TRAMETINIB DIMETHYL SULFOXIDE	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	INHIBITOR	FDA
P09211	CHEMBL2110585	EZATIOSTAT	Glutathione S-transferase Pi inhibitor	INHIBITOR	PubMed
P26439	CHEMBL1200907	TRILOSTANE	3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II inhibitor	INHIBITOR	ISBN, Wikipedia, Wikipedia, Wikipedia
P08581	CHEMBL3545053	EMD-1204831	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL3545050	BMS-817378	Hepatocyte growth factor receptor inhibitor	INHIBITOR	DOI
P08581	CHEMBL601719	CRIZOTINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	FDA
P08581	CHEMBL1822792	MK-2461	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL460702	BMS-777607	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL3039525	GOLVATINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL3545419	TELISOTUZUMAB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	Other, Other
P08581	CHEMBL3545307	MERESTINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	Other, PubMed, PubMed
P08581	CHEMBL3334567	SAVOLITINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL3545144	TAS-115	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, Other
P08581	CHEMBL3545299	BMS-698769	Hepatocyte growth factor receptor inhibitor	INHIBITOR	Other
P08581	CHEMBL2103851	AMUVATINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, Other, PubMed
P08581	CHEMBL1236107	SGX-523	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL3545359	ARRY-300	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed
P08581	CHEMBL3188267	CAPMATINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	Other, Other, Other
P08581	CHEMBL3545236	BPI-9016	Hepatocyte growth factor receptor inhibitor	INHIBITOR	ClinicalTrials
P08581	CHEMBL3545212	AMG-337	Hepatocyte growth factor receptor inhibitor	INHIBITOR	Other, Other, PubMed
P08581	CHEMBL2103882	TIVANTINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, PubMed
P08581	CHEMBL3545119	BMS-794833	Hepatocyte growth factor receptor inhibitor	INHIBITOR	Other
P08581	CHEMBL3545325	SAR-125844	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed
P08581	CHEMBL3301578	EMIBETUZUMAB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed
P08581	CHEMBL1230609	FORETINIB	Hepatocyte growth factor receptor inhibitor	INHIBITOR	PubMed, Other
